rule::90063d3fa755f0b1	breakpoint_table	FCR	Amazon	Amazon FCR breakpoint table	"{""breakpoints"": [{""frames"": 19, ""value"": 0}, {""frames"": 18, ""value"": 7}, {""frames"": 17, ""value"": 14}, {""frames"": 16, ""value"": 22}, {""frames"": 15, ""value"": 32}, {""frames"": 14, ""value"": 48}, {""frames"": 13, ""value"": 68}, {""frames"": 12, ""value"": 99}, {""frames"": 11, ""value"": 152}]}"	https://diablo2.io/forums/character-info-t850955.html	0.95	True	"{""source_file"": ""breakpoints.jsonl""}"
rule::6c718ebac5b56c52	breakpoint_table	FCR	Assassin	Assassin FCR breakpoint table	"{""breakpoints"": [{""frames"": 16, ""value"": 0}, {""frames"": 15, ""value"": 8}, {""frames"": 14, ""value"": 16}, {""frames"": 13, ""value"": 27}, {""frames"": 12, ""value"": 42}, {""frames"": 11, ""value"": 65}, {""frames"": 10, ""value"": 102}, {""frames"": 9, ""value"": 174}]}"	https://diablo2.io/forums/character-info-t850955.html	0.95	True	"{""source_file"": ""breakpoints.jsonl""}"
rule::f37d849262131824	breakpoint_table	FCR	Barbarian	Barbarian FCR breakpoint table	"{""breakpoints"": [{""frames"": 13, ""value"": 0}, {""frames"": 12, ""value"": 9}, {""frames"": 11, ""value"": 20}, {""frames"": 10, ""value"": 37}, {""frames"": 9, ""value"": 63}, {""frames"": 8, ""value"": 105}, {""frames"": 7, ""value"": 200}]}"	https://diablo2.io/forums/character-info-t850955.html	0.95	True	"{""source_file"": ""breakpoints.jsonl""}"
rule::8b07b11bd54f912c	breakpoint_table	FCR	Druid ( Werebear)	Druid ( Werebear) FCR breakpoint table	"{""breakpoints"": [{""frames"": 16, ""value"": 0}, {""frames"": 15, ""value"": 7}, {""frames"": 14, ""value"": 15}, {""frames"": 13, ""value"": 26}, {""frames"": 12, ""value"": 40}, {""frames"": 11, ""value"": 63}, {""frames"": 10, ""value"": 99}, {""frames"": 9, ""value"": 163}]}"	https://diablo2.io/forums/character-info-t850955.html	0.95	True	"{""source_file"": ""breakpoints.jsonl""}"
rule::93310e46b58f9df8	breakpoint_table	FCR	Druid ( Werewolf)	Druid ( Werewolf) FCR breakpoint table	"{""breakpoints"": [{""frames"": 16, ""value"": 0}, {""frames"": 15, ""value"": 6}, {""frames"": 14, ""value"": 14}, {""frames"": 13, ""value"": 26}, {""frames"": 12, ""value"": 40}, {""frames"": 11, ""value"": 60}, {""frames"": 10, ""value"": 95}, {""frames"": 9, ""value"": 157}]}"	https://diablo2.io/forums/character-info-t850955.html	0.95	True	"{""source_file"": ""breakpoints.jsonl""}"
rule::5487f0d2f33979b1	breakpoint_table	FCR	Druid (human)	Druid (human) FCR breakpoint table	"{""breakpoints"": [{""frames"": 18, ""value"": 0}, {""frames"": 17, ""value"": 4}, {""frames"": 16, ""value"": 10}, {""frames"": 15, ""value"": 19}, {""frames"": 14, ""value"": 30}, {""frames"": 13, ""value"": 46}, {""frames"": 12, ""value"": 68}, {""frames"": 11, ""value"": 99}, {""frames"": 10, ""value"": 163}]}"	https://diablo2.io/forums/character-info-t850955.html	0.95	True	"{""source_file"": ""breakpoints.jsonl""}"
rule::908ce8d85cde3653	breakpoint_table	FCR	Necromancer	Necromancer FCR breakpoint table	"{""breakpoints"": [{""frames"": 15, ""value"": 0}, {""frames"": 14, ""value"": 9}, {""frames"": 13, ""value"": 18}, {""frames"": 12, ""value"": 30}, {""frames"": 11, ""value"": 48}, {""frames"": 10, ""value"": 75}, {""frames"": 9, ""value"": 125}]}"	https://diablo2.io/forums/character-info-t850955.html	0.95	True	"{""source_file"": ""breakpoints.jsonl""}"
rule::8331ebe5430f8621	breakpoint_table	FCR	Necromancer ( Vampire)	Necromancer ( Vampire) FCR breakpoint table	"{""breakpoints"": [{""frames"": 23, ""value"": 0}, {""frames"": 22, ""value"": 6}, {""frames"": 21, ""value"": 11}, {""frames"": 20, ""value"": 18}, {""frames"": 19, ""value"": 24}, {""frames"": 18, ""value"": 35}, {""frames"": 17, ""value"": 48}, {""frames"": 16, ""value"": 65}, {""frames"": 15, ""value"": 86}, {""frames"": 14, ""value"": 120}, {""frames"": 13, ""value"": 180}]}"	https://diablo2.io/forums/character-info-t850955.html	0.95	True	"{""source_file"": ""breakpoints.jsonl""}"
rule::5624235b77f08887	breakpoint_table	FCR	Paladin	Paladin FCR breakpoint table	"{""breakpoints"": [{""frames"": 15, ""value"": 0}, {""frames"": 14, ""value"": 9}, {""frames"": 13, ""value"": 18}, {""frames"": 12, ""value"": 30}, {""frames"": 11, ""value"": 48}, {""frames"": 10, ""value"": 75}, {""frames"": 9, ""value"": 125}]}"	https://diablo2.io/forums/character-info-t850955.html	0.95	True	"{""source_file"": ""breakpoints.jsonl""}"
rule::f6177a46df0fda6c	breakpoint_table	FCR	Sorceress	Sorceress FCR breakpoint table	"{""breakpoints"": [{""frames"": 13, ""value"": 0}, {""frames"": 12, ""value"": 9}, {""frames"": 11, ""value"": 20}, {""frames"": 10, ""value"": 37}, {""frames"": 9, ""value"": 63}, {""frames"": 8, ""value"": 105}, {""frames"": 7, ""value"": 200}]}"	https://diablo2.io/forums/character-info-t850955.html	0.95	True	"{""source_file"": ""breakpoints.jsonl""}"
